"Nome Completo";"Nome Urna";"Cargo";"Número";"Partido";"Coligação";"Situação";"Situação Pós-Pleito"
"ARTUR CESAR BONACCORSI";"DR ARTUR CESAR";"Deputado Federal";3334;"PMN";"PMN";"Deferido";"Não eleito"
"ROBERTO MARTINS FIGUEIREDO";"DR BACTÉRIA";"Deputado Federal";1551;"MDB";"MDB";"Deferido";"Suplente"
"CAIO JOSÉ CARLOS SILVEIRA GAIANE";"DR CAIO GAIANE";"Deputado Federal";1961;"PODE";"PODE";"Deferido";"Suplente"
"CLAUDIMAR AMARO DE ANDRADE RODRIGUES";"DR CLAUDIMAR JABA COL UNIDOS";"Deputado Federal";2100;"PCB";"PCB";"Deferido";"Não eleito"
"JOSÉ DE CASTRO COIMBRA";"DR COIMBRA";"Deputado Federal";7046;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"AILTON BOLIGNARI";"DR ECO PLANET";"Deputado Federal";2770;"DC";"DC";"Deferido";"Não eleito"
"EUCLYDES DIAS BUCHLER";"DR EUCLYDES O MÉDICO DO POVO";"Deputado Federal";7050;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"EVILASIO CAVALCANTE DE FARIAS";"DR EVILASIO";"Deputado Federal";4045;"PSB";"PSB";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"FILIPE AUGUSTO FORNARI MONTANHOLI";"DR FILIPE FORNARI";"Deputado Federal";1144;"PP";"PP";"Deferido";"Suplente"
"FLÁVIO MIGUEL AMORIM";"DR FLÁVIO AMORIM";"Deputado Federal";1118;"PP";"PP";"Renúncia";"Concorrendo"
"FREDERICK WASSEF";"DR FREDERICK WASSEF";"Deputado Federal";2239;"PL";"PL";"Deferido";"Suplente"
"GETULIO PEREIRA SERPA";"DR GETULIO SERPA";"Deputado Federal";4094;"PSB";"PSB";"Deferido";"Suplente"
"GILBERTO ANTONIO LUIZ";"DR GILBERTO";"Deputado Federal";1345;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"JOÃO LUIZ LEITE";"DR JOÃO LEITE";"Deputado Federal";1154;"PP";"PP";"Deferido";"Suplente"
"JOSE JOAQUIM FERNANDES RAPOSO FILHO";"DR JOAQUIM RAPOSO";"Deputado Federal";1929;"PODE";"PODE";"Deferido";"Suplente"
"JORGE HERMES GUIMARÃES";"DR JORGE";"Deputado Federal";5127;"PATRIOTA";"PATRIOTA";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"JORGE ABISSAMRA FILHO";"DR JORGINHO ABISSAMRA";"Deputado Federal";4013;"PSB";"PSB";"Deferido";"Suplente"
"EDISON IWAO KURAMOTO";"DR KURAMOTO";"Deputado Federal";4525;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"MARCELO DA MOTTA BARRICHELLO";"DR MARCELO BARRICHELLO";"Deputado Federal";5581;"PSD";"PSD";"Deferido";"Suplente"
"MARCELO MORICKOCHI";"DR MARCELO MORICKOCHI";"Deputado Federal";1182;"PP";"PP";"Deferido";"Suplente"
"MAURICIO BERNARDINO SOARES";"DR MAURÍCIO SOARES";"Deputado Federal";2268;"PL";"PL";"Deferido";"Suplente"
"CARLOS MINORU ISHIKO";"DR MINORU";"Deputado Federal";1025;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"NEVTON OLIVEIRA ROCHA";"DR NEVTON OLIVEIRA ROCHA";"Deputado Federal";1945;"PODE";"PODE";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"NILTON LOURENÇO CANDIDO";"DR NILTON CANDIDO";"Deputado Federal";4066;"PSB";"PSB";"Deferido";"Suplente"
"ORLANDO COSTA DIAS";"DR ORLANDO COSTA DIAS";"Deputado Federal";2021;"PSC";"PSC";"Deferido";"Suplente"
"PAULO DE TARSO NUNES CHIODE";"DR PAULO DE TARSO";"Deputado Federal";7032;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"PAULO PURKYT";"DR PAULO PURKYT";"Deputado Federal";2789;"DC";"DC";"Deferido";"Não eleito"
"RAPHAEL APARECIDO DE OLIVEIRA";"DR RAPHAEL O DR. PREVIDENCIA";"Deputado Federal";1191;"PP";"PP";"Deferido";"Suplente"
"RENATO MENEGUELO";"DR RENATO MENEGUELO";"Deputado Federal";1506;"MDB";"MDB";"Deferido";"Suplente"
"RENATO FERREIRA DA SILVA";"DR RENATO SILVA DO HB";"Deputado Federal";5100;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"RICARDO MITSUO NAKAGAWA";"DR RICARDO";"Deputado Federal";5521;"PSD";"PSD";"Deferido";"Suplente"
"RICARDO YOSHIO";"DR RICARDO YOSHIO";"Deputado Federal";7733;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"JOSE RODRIGUES COSTA";"DR RODRIGUES";"Deputado Federal";1109;"PP";"PP";"Deferido";"Suplente"
"ROGER LIN";"DR ROGER LIN";"Deputado Federal";1944;"PODE";"PODE";"Deferido";"Suplente"
"RUI CARLOS VINCENZI";"DR RUI";"Deputado Federal";1553;"MDB";"MDB";"Deferido";"Suplente"
"SINÉSIO LUIZ ANTONIO";"DR SINÉSIO";"Deputado Federal";1134;"PP";"PP";"Deferido";"Suplente"
"TASSIO RENAM SOUZA BOTELHO";"DR TASSIO RENAM";"Deputado Federal";9096;"PROS";"PROS";"Deferido";"Suplente"
"TIOKI OGUSUKA";"DR TIOKI OGUSUKA";"Deputado Federal";5121;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"VINICIUS TADEU SATTIN RODRIGUES";"DR VINICIUS RODRIGUES";"Deputado Federal";2242;"PL";"PL";"Deferido";"Suplente"
"ROBERTO CACCIARI FILHO";"DR. BETO CACCIARI";"Deputado Federal";2267;"PL";"PL";"Deferido";"Suplente"
"CLEBER FERNANDO BERNARDI";"DR. CLEBER BERNARDI";"Deputado Federal";1965;"PODE";"PODE";"Deferido";"Suplente"
"DAVID DE OLIVEIRA RUFATO";"DR. DAVI RUFATO";"Deputado Federal";2044;"PSC";"PSC";"Deferido";"Suplente"
"DOUGLAS YUGI KOGA";"DR. DOUGLAS KOGA";"Deputado Federal";3070;"NOVO";"NOVO";"Deferido";"Suplente"
"ELIAS ANTONIO NETO";"DR. ELIAS";"Deputado Federal";4408;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"FABIO SIQUEIRA DIAS";"DR. FABIO SIQUEIRA";"Deputado Federal";1052;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"HERMES RODRIGUES NERY";"DR. HERMES NERY";"Deputado Federal";2880;"PRTB";"PRTB";"Deferido";"Não eleito"
"JAQUES ARTUR MUNHOZ";"DR. JAQUES";"Deputado Federal";1344;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"JOAO NAVES NETO";"DR. JOÃO NAVES";"Deputado Federal";4569;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"LEANDRO OSVALDO SANTOS MEIRELES DA FONSECA";"DR. LEANDRO";"Deputado Federal";1007;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"ELISSANDRO MARCIO SILVA LINDOSO";"DR. LINDOSO";"Deputado Federal";2010;"PSC";"PSC";"Deferido";"Suplente"
"LUCILIO FERREIRA DA SILVA";"DR. LUCÍLIO";"Deputado Federal";5025;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"PAULO CESAR DA SILVA FERREIRA";"DR. PAULO CESAR O PC";"Deputado Federal";1054;"REPUBLICANOS";"REPUBLICANOS";"Renúncia";"Concorrendo"
"PAULO EDUARDO SEADE SERRA";"DR. PAULO SERRA";"Deputado Federal";1030;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"RENATO KOGA CERQUEIRA";"DR. RENATO KOGA";"Deputado Federal";2870;"PRTB";"PRTB";"Deferido";"Não eleito"
"SINVAL MALHEIROS PINTO JUNIOR";"DR. SINVAL MALHEIROS";"Deputado Federal";5111;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"WALTER AGUIAR DE CARVALHO JUNIOR";"DR. WALTER AGUIAR";"Deputado Federal";3616;"AGIR";"AGIR";"Deferido";"Não eleito"
"CAROLINA TAKAYAMA DOS SANTOS";"DRA CAROL TAKAYAMA";"Deputado Federal";1120;"PP";"PP";"Deferido";"Suplente"
"CLEONICE DE OLIVEIRA";"DRA CLÉO DE OLIVEIRA";"Deputado Federal";2224;"PL";"PL";"Deferido";"Suplente"
"ELIANA GALVÃO DIAS";"DRA ELIANA GALVÃO";"Deputado Federal";2850;"PRTB";"PRTB";"Deferido";"Não eleito"
"ELISA CLAUDIA COUTINHO";"DRA ELISA";"Deputado Federal";7022;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ELZA NUNES MACHADO GALVÃO";"DRA ELZA GALVÃO";"Deputado Federal";4451;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"FRANCISCA SILVA SERRA MATIAS";"DRA FRANCISCA";"Deputado Federal";7074;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"IRIS MARIA BARROS DE BRITO";"DRA IRIS";"Deputado Federal";3637;"AGIR";"AGIR";"Deferido";"Não eleito"
"JOSIANE DE OLIVEIRA";"DRA JOSI DENTISTA";"Deputado Federal";1115;"PP";"PP";"Deferido";"Suplente"
"MARIA AUXILIADORA DE SOUSA";"DRA LIA SOUSA";"Deputado Federal";2865;"PRTB";"PRTB";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"LOREDANA NOCITO SALAMONE";"DRA LORES";"Deputado Federal";7029;"AVANTE";"AVANTE";"Renúncia";"Concorrendo"
"LYSSA CAROLINE MONTEIRO MAXIMO CARTIER";"DRA LYSSA CARTIER";"Deputado Federal";2289;"PL";"PL";"Deferido";"Suplente"
"MARIA PAULA MILLEN BARCELLOS";"DRA MA PAULA GINECOLOGISTA";"Deputado Federal";3683;"AGIR";"AGIR";"Deferido";"Não eleito"
"NAYARA MIRANDA ALVES";"DRA NAYARA MIRANDA";"Deputado Federal";9078;"PROS";"PROS";"Indeferido";"Concorrendo"
"GERALNICE ALVES TEIXEIRA";"DRA NICE MENDES";"Deputado Federal";9037;"PROS";"PROS";"Deferido";"Suplente"
"NISE HITOMI YAMAGUCHI";"DRA NISE YAMAGUCHI";"Deputado Federal";9022;"PROS";"PROS";"Deferido";"Suplente"
"SAMIRA SILOTI";"DRA SAMIRA";"Deputado Federal";2298;"PL";"PL";"Deferido";"Suplente"
"SANDRA REGINA CARBONE TADEU MUDALEN";"DRA SANDRA TADEU";"Deputado Federal";4422;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"SIRLENE DE LIMA DOMINGUES";"DRA SIRLENE";"Deputado Federal";7798;"SOLIDARIEDADE";"SOLIDARIEDADE";"Indeferido";"Não eleito"
"ELAINE CRISTINA GONÇALVES AMORIM";"DRA. ELAINE AMORIM";"Deputado Federal";2026;"PSC";"PSC";"Deferido";"Suplente"
"HERICA VELOSO RIBEIRO MONT'ALVÃO";"DRA. HERICA";"Deputado Federal";2012;"PSC";"PSC";"Deferido";"Suplente"
"MIRIAN LEE";"DRA. LEE";"Deputado Federal";3511;"PMB";"PMB";"Deferido";"Não eleito"
"MARIA EMILIA GADELHA SERRA";"DRA. MARIA EMILIA GADELHA";"Deputado Federal";2800;"PRTB";"PRTB";"Deferido";"Não eleito"
"PATRÍCIA CRISTINA MARÇAL";"DRA. PATRICIA MARÇAL";"Deputado Federal";7751;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"ROSA ENEIDE DOS SANTOS ABLAS";"DRA. ROSA ABLAS";"Deputado Federal";1927;"PODE";"PODE";"Deferido";"Suplente"
"SILVIA HELENA BUENDIA";"DRA. SILVIA DENTISTA";"Deputado Federal";2816;"PRTB";"PRTB";"Deferido";"Não eleito"
"TARYK AL JAMAHIRIYA AGIO";"DRA. TARYK AGIO VETERINÁRIA";"Deputado Federal";7705;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"ANTONIO RIBEIRO DUARTE";"DUARTE DA BRASILÂNDIA";"Deputado Federal";1630;"PSTU";"PSTU";"Deferido";"Não eleito"
"JOSE MANOEL DE LIRA FILHO";"DUDA";"Deputado Federal";3635;"AGIR";"AGIR";"Deferido";"Não eleito"
"EDUARDO SIVINSKI";"DUDU SIVINSKI";"Deputado Federal";7040;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"DURVAL LOPES ORLATO";"DURVAL ORLATO";"Deputado Federal";9055;"PROS";"PROS";"Deferido";"Suplente"
"DYEGO RAFAEL BARBOSA SÉRVOLO";"DYEGO SÉRVOLO";"Deputado Federal";5075;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"ECLAIR PIRES DE SOUZA";"ECLAIR PIRES";"Deputado Federal";4058;"PSB";"PSB";"Deferido";"Suplente"
"EDER DIAS MASCARENHAS";"EDER MASCARENHAS";"Deputado Federal";3675;"AGIR";"AGIR";"Deferido";"Não eleito"
"EDER SOLDERA BORGHETTI";"EDER SOLDERA";"Deputado Federal";3669;"AGIR";"AGIR";"Deferido";"Não eleito"
"EDER GARCIA SOARES VITERBO";"EDER VITERBO";"Deputado Federal";2726;"DC";"DC";"Indeferido";"Concorrendo"
"EDICARLOS VIEIRA";"EDICARLOS VIEIRA";"Deputado Federal";1199;"PP";"PP";"Deferido";"Suplente"
"EDINALVA JACINTA DE ALMEIDA";"EDIJOTA";"Deputado Federal";9029;"PROS";"PROS";"Renúncia";"Concorrendo"
"JOSÉ EDILSON PACHECO SILVA";"EDILSON PACHECO";"Deputado Federal";2032;"PSC";"PSC";"Deferido";"Suplente"
"EDIMARCOS FERREIRA DA SILVA";"EDIMARCO SILVA";"Deputado Federal";9088;"PROS";"PROS";"Deferido";"Suplente"
"EDINALDO ANTÔNIO DO CARMO";"EDINALDO DO CARMO";"Deputado Federal";3345;"PMN";"PMN";"Deferido";"Não eleito"
"EDSON COELHO ARAÚJO FILHO";"EDINHO FILHO";"Deputado Federal";1502;"MDB";"MDB";"Deferido";"Suplente"
"EDSON FRANCISCO DE SANTANA";"EDINHO SANTANA";"Deputado Federal";4060;"PSB";"PSB";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"EDISON DE OLIVEIRA";"EDISON FURMIGA";"Deputado Federal";5161;"PATRIOTA";"PATRIOTA";"Renúncia";"Não eleito"
"EDIVALDO DOMINGOS DE CASTRO";"EDIVALDO CASTRO BRANCO";"Deputado Federal";3530;"PMB";"PMB";"Deferido";"Não eleito"
"EDIVALDO CORREIA DE OLIVEIRA";"EDIVALDO CORREIA";"Deputado Federal";2744;"DC";"DC";"Deferido";"Não eleito"
"EDMILSON DE SOUZA VIEIRA FEITOSA";"EDMILSON FEITOSA";"Deputado Federal";1575;"MDB";"MDB";"Deferido";"Suplente"
"EDNA PENHA DA SILVA";"EDNA PENHA";"Deputado Federal";4021;"PSB";"PSB";"Renúncia";"Concorrendo"
"EDSON FERREIRA PONTES";"EDSON JASPION";"Deputado Federal";7706;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"EDSON MOURA";"EDSON MOURA";"Deputado Federal";5551;"PSD";"PSD";"Indeferido";"Não eleito"
"EDUARDO JANZON AVALLONE NOGUEIRA";"EDU AVALLONE";"Deputado Federal";1900;"PODE";"PODE";"Deferido";"Suplente"
"EDUARDO NANTES BOLSONARO";"EDUARDO BOLSONARO";"Deputado Federal";2222;"PL";"PL";"Deferido";"Eleito por QP"
"EDUARDO VINICIUS VENTURELLI DE ALMEIDA PRANDO";"EDUARDO CODORNA";"Deputado Federal";7717;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"EDUARDO COSENTINO DA CUNHA";"EDUARDO CUNHA";"Deputado Federal";1477;"PTB";"PTB";"Deferido com recurso ou em prazo recursal";"Não eleito"
"EDUARDO PEDROSA CURY";"EDUARDO CURY";"Deputado Federal";4515;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"EDUARDO DIAS REAL";"EDUARDO REAL";"Deputado Federal";2111;"PCB";"PCB";"Deferido";"Não eleito"
"EDUARDO VALERIANO DOS SANTOS";"EDUARDO SANTOS";"Deputado Federal";5125;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"AUGUSTO EDUARDO VIDAL NETO";"EDUARDO VIDAL";"Deputado Federal";1950;"PODE";"PODE";"Deferido";"Suplente"
"JOSÉ EDVALDO BRITO";"EDVALDO BRITO";"Deputado Federal";7010;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"EDVALDO RANZANI CARLOS";"EDVALDO RANZANI";"Deputado Federal";3625;"AGIR";"AGIR";"Deferido";"Não eleito"
"ELAINE APARECIDA PEREIRA GOMES";"ELAINE GOMES";"Deputado Federal";1098;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"ELAINE SILVEIRA NEVES";"ELAINE NEVES";"Deputado Federal";1544;"MDB";"MDB";"Deferido";"Suplente"
"ELAINE CRISTINA DA SILVA";"ELAINE SILVA";"Deputado Federal";1167;"PP";"PP";"Deferido";"Suplente"
"ELDO PEDRO DA SILVA";"ELDO SILVA";"Deputado Federal";2377;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"ADRIANO ELI CORREA";"ELI CORRÊA FILHO";"Deputado Federal";4477;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"ELIANA FERNANDES CONCEIÇÃO";"ELIANA FERNANDES";"Deputado Federal";5516;"PSD";"PSD";"Deferido";"Suplente"
"ELIANA OLIVEIRA DE LIMA";"ELIANA LIMA";"Deputado Federal";3614;"AGIR";"AGIR";"Deferido";"Não eleito"
"ELIANA MARUCCI COSTA MIRANDA";"ELIANA MARUCCI";"Deputado Federal";1582;"MDB";"MDB";"Deferido";"Suplente"
"ELIAS ARACATI PAIVA";"ELIAS ARACATI DA AMBULÂNCIA";"Deputado Federal";7092;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ELIAS DE SISTO";"ELIAS DE MOCOCA";"Deputado Federal";4051;"PSB";"PSB";"Deferido";"Suplente"
"ELIAS GUIMARAES BORGES";"ELIAS GUIMARAES";"Deputado Federal";1432;"PTB";"PTB";"Deferido";"Não eleito"
"ELIAS TEIXEIRA";"ELIAS TEIXEIRA TREINADOR";"Deputado Federal";3663;"AGIR";"AGIR";"Deferido";"Não eleito"
"ELIEL MIRANDA";"ELIEL MIRANDA";"Deputado Federal";5553;"PSD";"PSD";"Deferido";"Suplente"
"ELIETE NUNES FERNANDES DA SILVA";"ELIETE NUNES";"Deputado Federal";2322;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"ELIS REGINA VIEIRA RUANO";"ELIS REGINA";"Deputado Federal";2002;"PSC";"PSC";"Deferido";"Suplente"
"MARIA ELISABETE DO NASCIMENTO TAHAN LOPES BARROS";"ELISABETE TAHAN";"Deputado Federal";2084;"PSC";"PSC";"Deferido";"Suplente"
"ELISANGELA MARIA FERREIRA";"ELISANGELA FERREIRA";"Deputado Federal";2837;"PRTB";"PRTB";"Deferido";"Não eleito"
"ELISANGELA JOVANA DOS SANTOS";"ELISÂNGELA SANTOS PROTETORA";"Deputado Federal";5176;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"ELISEU GABRIEL DE PIERI";"ELISEU GABRIEL";"Deputado Federal";4012;"PSB";"PSB";"Deferido";"Suplente"
"ELIVALDO NOGUEIRA CHAVES";"ELIVALDO NOGUEIRA";"Deputado Federal";3314;"PMN";"PMN";"Deferido";"Não eleito"
"ELISANGELA BRITO DO NASCIMENTO";"ELIZ BRITO";"Deputado Federal";3309;"PMN";"PMN";"Deferido";"Não eleito"
"ELIZA MURATORI DE SOUZA";"ELIZA MURATORI";"Deputado Federal";2817;"PRTB";"PRTB";"Deferido";"Não eleito"
"ELLEN RENATA DE MICO CHARKANI SIMÕES";"ELLEN SHARKANY";"Deputado Federal";2266;"PL";"PL";"Deferido";"Suplente"
"ELISANGELA CLENILDA NOBREGA";"ELLIS NOBREGA";"Deputado Federal";9098;"PROS";"PROS";"Deferido";"Suplente"
"ELTON FRANCISCO DE BRITO";"ELTON";"Deputado Federal";4508;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"ELIZANGELA MOREIRA SOARES DE SOUZA";"ELY GARI";"Deputado Federal";3377;"PMN";"PMN";"Deferido";"Não eleito"
"ELIANE DE SOUSA ALVES MACHADO";"ELY SANTOS";"Deputado Federal";1087;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"ELZA ALVES DE CARVALHO";"ELZA ALVES";"Deputado Federal";1270;"PDT";"PDT";"Deferido";"Não eleito"
"EMANOEL DE CARVALHO MOURA";"EMANUEL MOURA";"Deputado Federal";7079;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"EMERSON WELSCH";"EMERSON";"Deputado Federal";3306;"PMN";"PMN";"Indeferido";"Não eleito"
"EMERSON LUIZ DA CRUZ";"EMERSON CRUZ";"Deputado Federal";5109;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"EMERSON JONAS DE OLIVEIRA COSTA";"EMERSON DORIVAL COSTA";"Deputado Federal";3580;"PMB";"PMB";"Deferido";"Não eleito"
"EMERSON VANCINI";"EMERSON DURAN";"Deputado Federal";9015;"PROS";"PROS";"Deferido";"Suplente"
"EMERSON KAPAZ";"EMERSON KAPAZ";"Deputado Federal";5505;"PSD";"PSD";"Deferido";"Suplente"
"AMANDA ROSA MARIA SILVA";"ENFERMEIRA AMANDA MARIA";"Deputado Federal";7788;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"EDITH FERREIRA DE SOUZA OLIVEIRA";"ENFERMEIRA EDITH FERREIRA";"Deputado Federal";7755;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"EUNICE FATIMA RODRIGUES REBOUÇAS DO NASCIMENTO";"ENFERMEIRA EUNICE DANTAS";"Deputado Federal";7766;"SOLIDARIEDADE";"SOLIDARIEDADE";"Deferido";"Suplente"
"MARIA LUCIA DA SILVA";"ENFERMEIRA MARIA LUCIA";"Deputado Federal";1963;"PODE";"PODE";"Deferido";"Suplente"
"TANIA MARA DA CRUZ TONET";"ENFERMEIRA TANIA TONET";"Deputado Federal";1037;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"ERICK JOSÉ ELOI DO NASCIMENTO";"ENFERMEIRO ERICK ELOI";"Deputado Federal";1201;"PDT";"PDT";"Deferido";"Não eleito"
"ENRICO VAN BLARCUM DE GRAAFF MISASI";"ENRICO MISASI";"Deputado Federal";1536;"MDB";"MDB";"Deferido";"Suplente"
"ERICA CRISTINA ROCHA GORGA";"ÉRICA GORGA";"Deputado Federal";5151;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"ERIKA SANTOS SILVA";"ERIKA HILTON";"Deputado Federal";5070;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Eleito por QP"
"ERIKA FERNANDA MATOS DOS SANTOS";"ERIKA MATOS";"Deputado Federal";4590;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Indeferido com recurso ou em prazo recursal";"Não eleito"
"ERIKA ROBERTA DOS SANTOS OLIVETTI JACOMINI";"ERIKA SANTOS";"Deputado Federal";4537;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"ERNESTO BENEDITO NÓBILE";"ERNESTO NÓBILE";"Deputado Federal";7044;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"ESNAR DONIZETI RIBEIRO LUZ";"ESNAR RIBEIRO";"Deputado Federal";1063;"REPUBLICANOS";"REPUBLICANOS";"Deferido";"Suplente"
"EVANDRO FONTINELE";"EVANDRO FONTINELE";"Deputado Federal";4047;"PSB";"PSB";"Deferido";"Suplente"
"EZEQUIEL SOUZA DE SÁ";"EZEQUIEL DE SÁ";"Deputado Federal";2835;"PRTB";"PRTB";"Deferido";"Não eleito"
"MARIA FABIA DA SILVA";"FABIA MARIA";"Deputado Federal";1265;"PDT";"PDT";"Renúncia";"Concorrendo"
"FABIANA OLIVEIRA DA SILVA";"FABIANA";"Deputado Federal";7020;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"FABIANA SOLER DOS SANTOS ANDRADE";"FABIANA SOLER";"Deputado Federal";1307;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"FABIO HENRIQUE DA CONCEIÇÃO";"FABIÃO SJC";"Deputado Federal";5502;"PSD";"PSD";"Deferido";"Suplente"
"FABIO SILVA CALIXTO";"FABIO CALIXTO";"Deputado Federal";1371;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Deferido";"Suplente"
"FABIO DE VASCONCELOS LIMA";"FABIO LIMA";"Deputado Federal";3609;"AGIR";"AGIR";"Deferido";"Não eleito"
"FÁBIO NOVAIS MAGALHÃES";"FÁBIO MAGALHÃES";"Deputado Federal";4507;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Pedido não conhecido";"Concorrendo"
"FÁBIO NOVAIS MAGALHÃES";"FÁBIO MAGALHÃES";"Deputado Federal";4507;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"FÁBIO SARTORI MANFRINATO";"FÁBIO MANFRINATO";"Deputado Federal";5114;"PATRIOTA";"PATRIOTA";"Deferido";"Não eleito"
"FABIO RINALDI MANZANO";"FABIO MANZANO";"Deputado Federal";1518;"MDB";"MDB";"Deferido";"Suplente"
"FABIO DE SALLES MEIRELLES NETO";"FABIO MEIRELLES";"Deputado Federal";4428;"UNIÃO";"UNIÃO";"Deferido";"Suplente"
"FABIO JOSÉ RODRIGUES DE MELLO";"FABIO MELLO";"Deputado Federal";5013;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Deferido";"Suplente"
"FABIO BLANES";"FABIO MONGE";"Deputado Federal";7018;"AVANTE";"AVANTE";"Deferido";"Não eleito"
"FÁBIO SILVA MOREIRA";"FÁBIO MOREIRA";"Deputado Federal";1211;"PDT";"PDT";"Deferido";"Não eleito"
"FABIO JOSÉ RIBEIRO PACIULLO";"FÁBIO PACIULLO";"Deputado Federal";2019;"PSC";"PSC";"Indeferido";"Não eleito"
"FÁBIO DE ARAÚJO PATUSSO";"FÁBIO PATUSSO";"Deputado Federal";3323;"PMN";"PMN";"Deferido";"Não eleito"
"FABIO APARECIDO PLACIDO";"FABIO PLACIDO";"Deputado Federal";3013;"NOVO";"NOVO";"Renúncia";"Não eleito"
"FABIO ELY RAMOS";"FABIO RAMOS";"Deputado Federal";4035;"PSB";"PSB";"Deferido";"Suplente"
"FABIO RENATO DE SOUSA FERREIRA";"FÁBIO RENATO";"Deputado Federal";3034;"NOVO";"NOVO";"Deferido";"Suplente"
"FABIO CESAR SATO";"FABIO SATO";"Deputado Federal";1509;"MDB";"MDB";"Deferido";"Suplente"
"FABIO SOARES DE OLIVEIRA";"FABIO SOARES";"Deputado Federal";4532;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Deferido";"Suplente"
"FÁBIO EDUARDO DE OLIVEIRA TERUEL";"FABIO TERUEL";"Deputado Federal";1580;"MDB";"MDB";"Deferido";"Eleito por QP"
"FÁBIO ISSA ZAN";"FABIO ZAN";"Deputado Federal";3033;"NOVO";"NOVO";"Deferido";"Suplente"
